Fecha,Hospital_ID,Provincia,Ocupacion_Camas,Camas_UCI_Disp,Personal_Disp,Procedimientos_Cirugia,Hospitalizaciones_Respiratorias,Hospitalizaciones_Cardio,Mortalidad_General,Temperatura_Media_C,Precipitacion_mm,Fecha_M_A,ds,y
2021-12-23,A,Segovia,80.51882305268835,18,96,41,33,21,0.03490787187561778,27.295155041706884,7.2716280974013845,2021-12,2021-12-23,80.51882305268835
2021-12-24,C,Soria,78.31233968768787,30,102,32,9,12,0.060235406550139675,29.990254507083,9.807611743888515,2021-12,2021-12-24,78.31233968768787
2021-12-25,B,Zamora,88.17409044624301,33,123,26,13,30,0.041230210187098,18.171468869983666,1.5569259775593292,2021-12,2021-12-25,88.17409044624301
2021-12-26,A,Ávila,79.19467438078227,43,95,49,6,31,0.09395809211139698,18.977561117750334,2.256645830520551,2021-12,2021-12-26,79.19467438078227
2021-12-27,B,Segovia,87.64584495321604,31,62,30,5,17,0.0930380625643215,24.942896814519983,2.117981498815027,2021-12,2021-12-27,87.64584495321604
2021-12-28,C,Soria,87.07529055396344,12,86,11,44,37,0.0552134637974886,29.48172951900932,7.925397676213367,2021-12,2021-12-28,87.07529055396344
2021-12-29,B,León,85.77628996575685,21,73,46,34,8,0.03950955946164327,28.73721522286116,1.8690729645011817,2021-12,2021-12-29,85.77628996575685
2021-12-30,B,Valladolid,80.65175171851834,37,51,15,15,14,0.07634191725609753,22.543132800983773,0.6665982982330609,2021-12,2021-12-30,80.65175171851834
2021-12-31,C,Salamanca,85.35799220624135,39,135,27,32,15,0.013304164913475998,26.92665423790087,9.985608065856287,2021-12,2021-12-31,85.35799220624135
2022-01-01,B,Zamora,86.7015932995918,35,130,39,48,31,0.052729210543928616,17.036187796498517,0.24817211445149145,2022-01,2022-01-01,86.7015932995918
2022-01-02,B,Salamanca,85.27923287787326,30,149,31,16,21,0.04026910548433002,29.661572763060185,8.352440601588656,2022-01,2022-01-02,85.27923287787326
2022-01-03,C,Zamora,82.44374467703364,37,63,42,43,5,0.09284822965922992,29.465298510539796,3.653668415506528,2022-01,2022-01-03,82.44374467703364
2022-01-04,B,Palencia,70.41067759729539,35,59,39,30,10,0.01108027245454143,17.455934368187563,8.416154597578153,2022-01,2022-01-04,70.41067759729539
2022-01-05,C,Zamora,86.43772781563223,42,84,26,17,10,0.059753338814651426,19.4913468720466,5.54620491211145,2022-01,2022-01-05,86.43772781563223
2022-01-06,B,Salamanca,74.71644278399614,30,74,41,12,22,0.07665972229599634,16.502324962601506,9.016312294863601,2022-01,2022-01-06,74.71644278399614
2022-01-07,C,Zamora,87.99212713052131,44,52,23,32,6,0.05365161887716372,19.075763983472697,9.261929864146266,2022-01,2022-01-07,87.99212713052131
2022-01-08,C,León,91.26164118184025,43,66,19,34,23,0.01768627271464495,27.239336841228102,0.09098181280775997,2022-01,2022-01-08,91.26164118184025
2022-01-09,B,Palencia,84.01246865566077,27,61,45,13,5,0.0975215251025112,20.67473410747889,0.7541217599278827,2022-01,2022-01-09,84.01246865566077
2022-01-10,B,Zamora,85.18618261943267,20,103,43,43,10,0.05662093882384882,16.325954507201377,2.503587295708555,2022-01,2022-01-10,85.18618261943267
2022-01-11,B,Segovia,96.64139967064776,32,73,18,35,25,0.06527676198871103,20.13338287168357,6.6931541636350165,2022-01,2022-01-11,96.64139967064776
2022-01-12,A,Burgos,93.72068611843207,31,78,37,25,18,0.03129488044367566,29.720750013619202,8.88272196511506,2022-01,2022-01-12,93.72068611843207
2022-01-13,A,Soria,95.59862244664116,26,92,20,38,15,0.05351482765961235,24.445253928888043,4.599419512939628,2022-01,2022-01-13,95.59862244664116
2022-01-14,A,Burgos,92.78545607294842,14,74,23,35,5,0.04862345427624897,21.242414196092366,6.069731162742654,2022-01,2022-01-14,92.78545607294842
2022-01-15,C,Burgos,73.04971357170848,20,149,48,29,11,0.01674062578017854,17.49807770245905,1.8849985279556114,2022-01,2022-01-15,73.04971357170848
2022-01-16,B,Ávila,74.17177196716545,39,109,28,16,16,0.01955443181927205,29.792651959255423,8.049668338816854,2022-01,2022-01-16,74.17177196716545
2022-01-17,C,León,84.74546632353086,24,139,24,5,15,0.08537252676568971,27.312735138946934,9.673281113534697,2022-01,2022-01-17,84.74546632353086
2022-01-18,A,Segovia,76.88995044634395,36,114,37,26,9,0.031583795698593126,19.22215953676379,2.6859893291459747,2022-01,2022-01-18,76.88995044634395
2022-01-19,B,Valladolid,83.34747330115246,44,133,33,44,17,0.02754624443487675,16.051030435817843,4.948259516005463,2022-01,2022-01-19,83.34747330115246
2022-01-20,C,Zamora,81.0422290669138,42,77,17,41,9,0.05544203061251254,15.84938336066337,0.861161105063738,2022-01,2022-01-20,81.0422290669138
2022-01-21,B,Soria,85.3835986760527,29,65,18,5,36,0.07918724182262617,16.805672242583007,5.591366564629684,2022-01,2022-01-21,85.3835986760527
2022-01-22,C,Palencia,90.91252005180303,25,96,42,5,24,0.015575186672108913,23.711528754216324,5.027834418466806,2022-01,2022-01-22,90.91252005180303
2022-01-23,B,Segovia,90.03374539877969,43,130,42,46,26,0.061912712767443034,28.931451318082388,1.444364841550776,2022-01,2022-01-23,90.03374539877969
2022-01-24,A,Salamanca,84.59455570958936,11,141,28,46,39,0.020728939855651603,22.451151420089765,4.42066213118075,2022-01,2022-01-24,84.59455570958936
2022-01-25,A,Valladolid,93.02701572687762,44,107,12,25,3,0.013281494574305662,27.64418223684296,3.341046520865633,2022-01,2022-01-25,93.02701572687762
2022-01-26,B,Ávila,82.06413856306493,49,125,19,19,12,0.014746955694599566,21.688299297897117,5.218308753051893,2022-01,2022-01-26,82.06413856306493
2022-01-27,C,Ávila,95.10800011552342,37,76,49,21,18,0.08507476973875973,25.62875318651738,5.856543354287992,2022-01,2022-01-27,95.10800011552342
2022-01-28,A,Segovia,71.9958475615446,48,102,10,26,10,0.020617523526525544,25.978091059297512,0.08495578607209509,2022-01,2022-01-28,71.9958475615446
2022-01-29,A,Burgos,96.73048084093261,15,91,38,42,27,0.014063622797106276,17.60945558855008,7.610059829495554,2022-01,2022-01-29,96.73048084093261
2022-01-30,A,Salamanca,88.33140628007774,18,108,43,39,14,0.04941098984286211,20.41824088463718,7.130142918617408,2022-01,2022-01-30,88.33140628007774
2022-01-31,B,Ávila,80.64208625024175,29,96,22,49,27,0.08595941247478224,24.55953234807036,3.662863862065222,2022-01,2022-01-31,80.64208625024175
2022-02-01,B,Soria,75.52031554404057,10,143,10,20,19,0.033616753884037176,16.060449122765494,0.5293593556881826,2022-02,2022-02-01,75.52031554404057
2022-02-02,C,Ávila,83.4171304244208,17,83,43,12,28,0.04795413557733248,20.42310281644435,7.549325397850504,2022-02,2022-02-02,83.4171304244208
2022-02-03,C,Palencia,75.44763304918843,32,86,38,21,16,0.01359302793073761,23.021991994217885,9.551751604781325,2022-02,2022-02-03,75.44763304918843
2022-02-04,C,Zamora,74.65728501680798,12,55,22,21,38,0.050417066272138836,29.94336739566958,2.401515960220142,2022-02,2022-02-04,74.65728501680798
2022-02-05,B,Ávila,87.28584920756327,13,56,38,30,25,0.06198517725734204,22.11800343933661,3.235246137370379,2022-02,2022-02-05,87.28584920756327
2022-02-06,B,Palencia,84.64637228828997,34,145,48,17,8,0.06138163483769304,27.240851356714856,1.8381288948181496,2022-02,2022-02-06,84.64637228828997
2022-02-07,C,Segovia,88.76268896910636,47,145,33,21,7,0.039918402295692865,21.481009275999266,5.769361233448397,2022-02,2022-02-07,88.76268896910636
2022-02-08,C,Segovia,96.0289645678157,24,74,35,42,27,0.0383979862596822,26.945860839295634,1.5484139464745494,2022-02,2022-02-08,96.0289645678157
2022-02-09,B,Valladolid,84.90328597349313,30,82,26,21,20,0.01959612570429381,23.931222024301626,3.5619394346137945,2022-02,2022-02-09,84.90328597349313
2022-02-10,C,Ávila,86.26609749135834,44,104,16,18,15,0.04301184885816416,28.298931622535974,6.970130139342629,2022-02,2022-02-10,86.26609749135834
2022-02-11,A,Soria,72.50953749633838,23,107,22,49,16,0.018954520198566818,21.16413828525165,5.601159830093484,2022-02,2022-02-11,72.50953749633838
2022-02-12,B,Ávila,90.09380200544163,45,56,14,10,30,0.07899363502408464,24.064566297322184,3.8646256432793527,2022-02,2022-02-12,90.09380200544163
2022-02-13,C,Soria,81.19734579051638,21,106,35,39,20,0.09696468679733673,24.45028020928241,4.2024960180754185,2022-02,2022-02-13,81.19734579051638
2022-02-14,B,León,97.3483066825522,26,61,12,18,30,0.09730670110000363,21.2607441270071,5.621108826232295,2022-02,2022-02-14,97.3483066825522
2022-02-15,A,Valladolid,93.0488724366785,48,65,16,12,29,0.08785639894378545,17.164680655312225,0.05864727887161303,2022-02,2022-02-15,93.0488724366785
2022-02-16,B,León,84.62946913445131,18,129,48,19,34,0.06407129344056572,16.403391103685035,0.7850986845360985,2022-02,2022-02-16,84.62946913445131
2022-02-17,B,Ávila,73.45023431682066,44,92,10,31,11,0.07307791275194919,15.250073258994497,8.812580677630116,2022-02,2022-02-17,73.45023431682066
2022-02-18,B,Valladolid,94.06364221185649,22,149,26,17,34,0.03566852224123727,28.10301396367822,0.7787898909129076,2022-02,2022-02-18,94.06364221185649
2022-02-19,B,León,92.3938706718726,24,126,34,35,22,0.06676933781553586,18.547123683580416,7.068035962105052,2022-02,2022-02-19,92.3938706718726
2022-02-20,A,Burgos,75.16838362703692,27,56,12,39,30,0.051008459449588976,18.17260123922652,9.200381641090527,2022-02,2022-02-20,75.16838362703692
2022-02-21,B,Ávila,78.26779209816868,42,149,24,10,35,0.05338156057992393,26.040531006390985,2.706836043017311,2022-02,2022-02-21,78.26779209816868
2022-02-22,B,León,92.21540322813945,15,100,38,9,6,0.07819989043376421,19.800241696310877,3.7049143705951426,2022-02,2022-02-22,92.21540322813945
2022-02-23,C,Burgos,75.18639650332747,36,122,41,26,36,0.03537265200375265,22.59067038617755,5.689214058447163,2022-02,2022-02-23,75.18639650332747
2022-02-24,B,Burgos,95.69706969679856,32,81,35,27,5,0.038623565052506796,17.437665979461844,8.817089696385846,2022-02,2022-02-24,95.69706969679856
2022-02-25,C,Segovia,81.88676790549813,36,124,25,29,28,0.0932177612015773,29.39618582192954,9.419055872604202,2022-02,2022-02-25,81.88676790549813
2022-02-26,A,Ávila,72.43709095245444,43,57,34,38,10,0.015060186536587503,27.77372100025856,7.39563248111268,2022-02,2022-02-26,72.43709095245444
2022-02-27,A,Burgos,92.84096201811987,47,146,37,30,8,0.05370708685720064,27.95684434447505,0.8661976085469403,2022-02,2022-02-27,92.84096201811987
2022-02-28,A,Segovia,80.45827112507486,23,136,18,9,18,0.09215207203670756,21.101606228580078,6.691541555348508,2022-02,2022-02-28,80.45827112507486
2022-03-01,A,León,84.74197743630587,45,138,10,30,26,0.06493267070363413,26.43541820560759,4.10303721872662,2022-03,2022-03-01,84.74197743630587
2022-03-02,C,Palencia,73.14452164351414,17,121,38,24,32,0.0591766366790919,17.1581423308467,4.7070099949106154,2022-03,2022-03-02,73.14452164351414
2022-03-03,B,Ávila,70.07235241565951,44,94,31,10,15,0.032476976130641974,15.129285038876704,0.4914839034517704,2022-03,2022-03-03,70.07235241565951
2022-03-04,A,Valladolid,87.86358576221234,28,135,25,10,7,0.040894794015800345,15.299593988670422,1.9106213934635818,2022-03,2022-03-04,87.86358576221234
2022-03-05,B,Soria,84.42490476934448,39,108,16,22,27,0.08668435742242236,23.799026061068407,7.905136075336477,2022-03,2022-03-05,84.42490476934448
2022-03-06,C,Soria,86.61907993544813,23,53,23,8,22,0.06032963185916124,21.830923578719112,4.5395883304785976,2022-03,2022-03-06,86.61907993544813
2022-03-07,C,León,92.22482781065446,29,116,38,21,20,0.0563267974381102,22.770230233627796,3.0166224163114883,2022-03,2022-03-07,92.22482781065446
2022-03-08,C,León,88.10496557584008,34,78,28,18,20,0.018962174218602607,15.111947106258292,3.8401907396495814,2022-03,2022-03-08,88.10496557584008
2022-03-09,A,Burgos,74.89365639916656,49,78,28,18,4,0.01144253408096108,21.340299294861385,8.543995133256802,2022-03,2022-03-09,74.89365639916656
2022-03-10,B,Ávila,80.1016305350968,33,147,11,17,12,0.09673166698183443,25.77102241801291,7.489990174049569,2022-03,2022-03-10,80.1016305350968
2022-03-11,B,Soria,95.36495093405729,23,147,24,11,14,0.043928755055815755,21.64040552951154,2.7231539718108277,2022-03,2022-03-11,95.36495093405729
2022-03-12,B,Soria,91.558451607047,35,77,12,48,15,0.06428917558895539,25.98328809468333,1.175018402123733,2022-03,2022-03-12,91.558451607047
2022-03-13,C,Burgos,85.58583762222808,47,126,20,19,13,0.01717435658685565,18.495284465952523,2.519982216440717,2022-03,2022-03-13,85.58583762222808
2022-03-14,A,Soria,77.15805993865962,32,128,39,23,21,0.0714802857150742,27.19713006722588,9.207564510547337,2022-03,2022-03-14,77.15805993865962
2022-03-15,C,Valladolid,78.45769405137426,31,136,49,47,37,0.09393100378353648,23.826468606801782,5.8158883784975535,2022-03,2022-03-15,78.45769405137426
2022-03-16,C,Ávila,90.49482589239777,28,93,27,48,28,0.06180987276976778,18.161446491448594,5.334802087447828,2022-03,2022-03-16,90.49482589239777
2022-03-17,B,Zamora,93.83287930387758,12,139,11,39,16,0.021350379013786953,18.550807137807496,5.963935996924615,2022-03,2022-03-17,93.83287930387758
2022-03-18,C,Soria,88.7998907468572,28,53,41,21,26,0.06235493747261291,24.420456968543057,3.6602826574651526,2022-03,2022-03-18,88.7998907468572
2022-03-19,B,León,92.66683932151636,18,139,17,39,3,0.07897124917941872,27.44909389818665,8.071070203195127,2022-03,2022-03-19,92.66683932151636
2022-03-20,A,Valladolid,91.46637178561137,37,58,31,23,24,0.04657748829166169,21.234416730437328,5.232862493002498,2022-03,2022-03-20,91.46637178561137
2022-03-21,B,Soria,74.19171110279481,29,54,15,24,25,0.08918539731473211,18.874506436913883,1.1674790276879554,2022-03,2022-03-21,74.19171110279481
2022-03-22,A,Valladolid,81.87045476157246,16,105,21,40,21,0.06838146580216281,28.00517410365901,1.2906512482906296,2022-03,2022-03-22,81.87045476157246
2022-03-23,B,Segovia,74.28354642319975,23,145,49,39,20,0.09093240264602823,25.039024376262525,5.368591465026183,2022-03,2022-03-23,74.28354642319975
2022-03-24,C,Zamora,76.58659637445558,18,133,45,36,14,0.06611547801226035,21.72128230924615,9.365702180708391,2022-03,2022-03-24,76.58659637445558
2022-03-25,C,Salamanca,94.33926949022947,28,99,24,48,30,0.021815917480434183,22.318502929189528,3.083521216761987,2022-03,2022-03-25,94.33926949022947
2022-03-26,A,León,83.2409750377291,23,124,37,44,30,0.037872253999467025,18.063847019045944,8.695411688592182,2022-03,2022-03-26,83.2409750377291
2022-03-27,A,León,84.99002685159451,47,64,27,28,35,0.028161545342721125,24.40203945097266,7.6409558657887935,2022-03,2022-03-27,84.99002685159451
2022-03-28,A,Ávila,74.99648702637762,45,81,11,21,21,0.09179438479451761,20.38113765814333,2.4781244290690685,2022-03,2022-03-28,74.99648702637762
2022-03-29,B,Valladolid,78.7436100093663,49,77,22,11,30,0.07843600605587345,29.93467765011524,0.36340748316242455,2022-03,2022-03-29,78.7436100093663
2022-03-30,B,Burgos,76.44689271598035,26,71,24,47,39,0.07087585320190055,22.202752728928317,1.0184726514238274,2022-03,2022-03-30,76.44689271598035
2022-03-31,A,León,75.77321260651594,39,66,29,5,28,0.03708696876684595,22.288284092844197,7.284939338474402,2022-03,2022-03-31,75.77321260651594
2022-04-01,C,Valladolid,87.86290221284716,18,108,38,39,37,0.02656402948451922,23.487776811160078,1.996697380406467,2022-04,2022-04-01,87.86290221284716
2022-04-02,B,Valladolid,77.19274773408002,42,139,38,36,36,0.07808059791900207,28.751340046781202,3.7127092050539376,2022-04,2022-04-02,77.19274773408002
2022-04-03,B,Palencia,87.69643360857171,34,120,12,40,37,0.05267421512911718,27.012271497896254,5.016991660064249,2022-04,2022-04-03,87.69643360857171
2022-04-04,B,Palencia,71.6367291950395,23,106,28,17,18,0.030321059693556626,21.76695104696762,7.254681684501628,2022-04,2022-04-04,71.6367291950395
2022-04-05,A,Salamanca,73.96968301875886,20,75,12,10,15,0.06549597803487477,25.780488989591937,1.1323122325912538,2022-04,2022-04-05,73.96968301875886
2022-04-06,A,Segovia,77.68712711200351,44,74,23,18,25,0.013630046692460679,23.793532481711424,4.063664052774615,2022-04,2022-04-06,77.68712711200351
2022-04-07,A,Salamanca,86.71731367307936,23,59,49,41,24,0.03935532287154282,22.385505730518734,4.850729091426954,2022-04,2022-04-07,86.71731367307936
2022-04-08,A,Soria,88.92355486244652,39,94,13,19,18,0.05217012951320212,17.884736591765257,5.408270639715397,2022-04,2022-04-08,88.92355486244652
2022-04-09,A,Burgos,82.39607506982676,13,132,20,8,30,0.023316250069846528,21.959043951823364,8.183606413952166,2022-04,2022-04-09,82.39607506982676
2022-04-10,C,Soria,82.48214560816241,13,60,40,44,37,0.09861890298317556,18.68727880533862,1.716781950432169,2022-04,2022-04-10,82.48214560816241
2022-04-11,C,Soria,90.28647183916131,37,126,41,20,10,0.028818762813065286,28.72263224777482,8.078314518266223,2022-04,2022-04-11,90.28647183916131
2022-04-12,A,Ávila,70.4429905694363,17,102,36,32,24,0.0217317817038939,20.031102202445204,6.928784276966522,2022-04,2022-04-12,70.4429905694363
2022-04-13,B,Soria,79.55052068527817,11,121,39,20,23,0.028318138649820676,29.283960218000583,5.558708141989594,2022-04,2022-04-13,79.55052068527817
2022-04-14,A,Salamanca,92.92379759933851,31,117,11,8,28,0.07921550198437519,22.995829351420667,6.995278704025719,2022-04,2022-04-14,92.92379759933851
2022-04-15,C,León,86.89014348597442,25,144,18,49,23,0.04829550933446586,24.473165680142404,4.120177389516564,2022-04,2022-04-15,86.89014348597442
2022-04-16,C,León,79.44235971715177,38,77,37,30,27,0.06088743457772843,23.144106667339916,1.3839758596812457,2022-04,2022-04-16,79.44235971715177
2022-04-17,B,Palencia,95.35469418523087,39,124,40,32,3,0.011890824128772468,16.940709254500515,6.657652402653673,2022-04,2022-04-17,95.35469418523087
2022-04-18,C,Burgos,91.63343636858271,21,114,43,36,8,0.01309881777159831,20.637318285119115,5.246723066856223,2022-04,2022-04-18,91.63343636858271
2022-04-19,A,Burgos,77.41707252262853,44,98,24,49,25,0.050124299484431464,16.487191684164358,6.393748005427755,2022-04,2022-04-19,77.41707252262853
2022-04-20,B,Ávila,88.06811545072007,20,96,34,6,25,0.08349897188814612,24.344310662750726,3.3799878102849004,2022-04,2022-04-20,88.06811545072007
2022-04-21,A,Salamanca,86.68102038929078,30,101,45,35,25,0.08967149908368087,21.703112928006583,9.068665773398358,2022-04,2022-04-21,86.68102038929078
2022-04-22,A,Palencia,81.23326159309151,30,137,17,7,34,0.01780359108360762,26.66977457356405,5.87369868575577,2022-04,2022-04-22,81.23326159309151
2022-04-23,B,Burgos,80.27477021773441,14,103,18,12,32,0.058452679189092055,18.307057214990547,0.8540248429087383,2022-04,2022-04-23,80.27477021773441
2022-04-24,A,León,79.6196932937197,29,109,46,28,15,0.09219067176513435,17.468490876440022,4.498039907044287,2022-04,2022-04-24,79.6196932937197
2022-04-25,C,Soria,87.2803619350781,46,106,48,19,20,0.044917547895809776,21.09498346445652,7.563560547436343,2022-04,2022-04-25,87.2803619350781
2022-04-26,A,Soria,82.38747822145875,12,96,41,47,25,0.08466092482855318,28.89878074827572,7.941345617322724,2022-04,2022-04-26,82.38747822145875
2022-04-27,B,Palencia,93.29216717103982,42,80,26,35,17,0.02203260889594926,25.656327225186175,4.945970527637588,2022-04,2022-04-27,93.29216717103982
2022-04-28,B,Salamanca,88.74887325175094,18,95,44,13,35,0.09418550407010189,21.28385437189378,8.94747570831301,2022-04,2022-04-28,88.74887325175094
2022-04-29,B,Salamanca,71.95808495986415,18,75,46,43,23,0.07762809857781724,22.75908254631466,2.676684371942976,2022-04,2022-04-29,71.95808495986415
2022-04-30,A,Segovia,87.92471026718866,13,54,28,49,25,0.09472009535082115,16.263195167656477,4.105986972382666,2022-04,2022-04-30,87.92471026718866
2022-05-01,B,Zamora,77.59212822200517,44,133,38,6,29,0.07089555101972558,29.7686384456417,8.985969105689701,2022-05,2022-05-01,77.59212822200517
2022-05-02,B,Burgos,86.59873576629583,26,101,16,12,20,0.042706353879948436,24.996109570423783,8.96256716471579,2022-05,2022-05-02,86.59873576629583
2022-05-03,A,Salamanca,89.04369407089663,43,124,37,11,26,0.09443630552722503,19.28106102695134,6.857127688246809,2022-05,2022-05-03,89.04369407089663
2022-05-04,C,León,76.46321729631234,33,103,18,48,9,0.03480100986782607,23.787125913228664,8.589805471222201,2022-05,2022-05-04,76.46321729631234
2022-05-05,A,Palencia,82.79204205665032,41,82,37,43,22,0.03989552698555593,16.64223549103491,0.8877326695623267,2022-05,2022-05-05,82.79204205665032
2022-05-06,B,Segovia,75.3290961589339,10,99,15,46,29,0.07307275762015664,29.487550032113752,8.649949762077764,2022-05,2022-05-06,75.3290961589339
2022-05-07,B,Valladolid,71.46548852202223,17,87,38,20,8,0.07887846695728477,17.62177481825049,3.2061990655022674,2022-05,2022-05-07,71.46548852202223
2022-05-08,A,Ávila,80.59733985760434,32,76,26,39,29,0.09364631354642385,24.720454770828212,1.7833151242821632,2022-05,2022-05-08,80.59733985760434
2022-05-09,C,Valladolid,80.16243961168777,49,147,25,34,11,0.028432216815058857,18.681816938083955,2.393698363420463,2022-05,2022-05-09,80.16243961168777
2022-05-10,B,Soria,97.8734537397192,21,64,32,14,33,0.08181982316973016,25.763420739728037,4.179685080138871,2022-05,2022-05-10,97.8734537397192
2022-05-11,B,Ávila,82.49786583353398,21,145,40,42,23,0.07646914480572671,26.652320508604216,2.511920046044672,2022-05,2022-05-11,82.49786583353398
2022-05-12,B,Burgos,79.3399473852216,24,110,12,22,28,0.01574151006282381,25.101295933671487,3.20567586016499,2022-05,2022-05-12,79.3399473852216
2022-05-13,A,León,86.25330018806689,28,70,30,9,15,0.04485008270891863,24.217491903827888,1.349784860716421,2022-05,2022-05-13,86.25330018806689
2022-05-14,B,Ávila,72.48548703501751,35,95,35,33,25,0.035448891135408875,28.387036409280174,2.961767655589985,2022-05,2022-05-14,72.48548703501751
2022-05-15,C,Zamora,96.92664060673476,38,118,45,43,22,0.03740413819186274,16.17940066484637,5.7228381454200115,2022-05,2022-05-15,96.92664060673476
2022-05-16,B,Valladolid,87.77888127654893,31,55,46,38,39,0.09846521915992308,19.96372148670293,4.41853708091064,2022-05,2022-05-16,87.77888127654893
2022-05-17,B,Burgos,91.13545895834373,49,87,31,47,30,0.06784996721319352,18.72431219446269,3.467187612359112,2022-05,2022-05-17,91.13545895834373
2022-05-18,C,Zamora,74.7733822688697,30,111,21,49,19,0.07459085420141497,29.820209430981322,7.46452128857114,2022-05,2022-05-18,74.7733822688697
2022-05-19,B,Soria,81.4653798841457,47,135,22,27,30,0.09789558735835083,20.8408466950031,8.935099713933178,2022-05,2022-05-19,81.4653798841457
2022-05-20,A,Zamora,81.83529517509331,29,111,20,9,4,0.04394816042118749,25.98919048860598,7.56789222902397,2022-05,2022-05-20,81.83529517509331
2022-05-21,A,Segovia,93.01058042923043,38,131,25,34,27,0.08216561516075253,25.270877458215068,3.320007021176792,2022-05,2022-05-21,93.01058042923043
2022-05-22,A,Segovia,70.03462703326346,13,127,17,10,8,0.04910778669740459,18.181218562160666,7.444421678375537,2022-05,2022-05-22,70.03462703326346
2022-05-23,C,Palencia,78.42388703389113,16,123,49,48,13,0.08825803046334818,18.58496520317327,1.519801824740512,2022-05,2022-05-23,78.42388703389113
2022-05-24,B,Burgos,97.4746184816405,37,95,49,8,8,0.026259178718017286,19.219268453295513,1.3031798809129091,2022-05,2022-05-24,97.4746184816405
2022-05-25,A,Soria,83.29682321817413,37,62,11,33,13,0.09529175593578516,21.166909173890687,3.4562703703615894,2022-05,2022-05-25,83.29682321817413
2022-05-26,C,Salamanca,80.71073584683224,13,144,39,27,16,0.02968945375697917,18.5148759847579,8.07702369044057,2022-05,2022-05-26,80.71073584683224
2022-05-27,B,Segovia,73.3552120564941,31,143,39,10,4,0.03935984562828384,15.294772241202717,2.463482472423019,2022-05,2022-05-27,73.3552120564941
2022-05-28,C,Burgos,97.27660960158444,21,52,21,36,5,0.07805730106961024,28.190895852107932,0.6325340889867959,2022-05,2022-05-28,97.27660960158444
2022-05-29,A,Salamanca,70.56073796592308,12,143,19,46,37,0.04543796274088661,29.48414747071326,1.3170953520635509,2022-05,2022-05-29,70.56073796592308
2022-05-30,A,Palencia,90.6410463002028,31,55,20,22,35,0.0647390239089802,20.12355580547352,8.587449685295802,2022-05,2022-05-30,90.6410463002028
2022-05-31,A,Zamora,91.52079453407823,11,142,24,19,26,0.050011615096248574,20.077603191382092,6.3378328474728765,2022-05,2022-05-31,91.52079453407823
2022-06-01,C,Segovia,76.82238804978826,33,57,25,44,21,0.07681329433808037,15.106377191615564,2.5320116336997667,2022-06,2022-06-01,76.82238804978826
2022-06-02,C,Burgos,88.80363642116504,43,93,26,36,20,0.03054981271317498,25.20376032495561,5.552958253281814,2022-06,2022-06-02,88.80363642116504
2022-06-03,A,Ávila,72.60201604262292,36,82,35,13,26,0.015261218851318932,27.38159843622943,5.275796224253504,2022-06,2022-06-03,72.60201604262292
2022-06-04,C,Salamanca,77.19732346009823,10,130,11,41,37,0.03699364577257597,17.199124505400047,6.554359784406612,2022-06,2022-06-04,77.19732346009823
2022-06-05,A,Zamora,92.06125567218342,17,124,21,14,3,0.052687779838158734,17.39499524050726,2.331875544216163,2022-06,2022-06-05,92.06125567218342
2022-06-06,A,Segovia,94.21121337693913,32,126,35,24,38,0.02512180469734107,26.851248749571567,8.644029871943976,2022-06,2022-06-06,94.21121337693913
2022-06-07,B,Soria,87.03761955447416,47,99,32,10,27,0.04193175606907499,24.24436122531217,3.0936856208001284,2022-06,2022-06-07,87.03761955447416
2022-06-08,C,Salamanca,84.19147609097351,15,60,27,7,36,0.04599847164642117,15.672908364415756,6.941316539762369,2022-06,2022-06-08,84.19147609097351
2022-06-09,A,Segovia,74.46051257733144,31,144,41,46,27,0.01516526593194462,24.338204856934226,0.1612464637221489,2022-06,2022-06-09,74.46051257733144
2022-06-10,A,Salamanca,71.76705292621621,34,77,47,15,18,0.06249765233657842,19.63376584265649,3.7265712989414723,2022-06,2022-06-10,71.76705292621621
2022-06-11,C,Zamora,73.29417279725965,27,119,12,47,36,0.08959090851741588,20.530877332062687,3.517098179588083,2022-06,2022-06-11,73.29417279725965
2022-06-12,B,Segovia,76.36600440269076,26,90,47,21,31,0.02365686216577472,26.5459712744532,5.434844285830145,2022-06,2022-06-12,76.36600440269076
2022-06-13,B,Valladolid,79.56688605311379,21,65,12,36,21,0.06380272120613627,27.16402789008916,0.727362617771965,2022-06,2022-06-13,79.56688605311379
2022-06-14,A,Burgos,80.66546671430764,15,117,39,8,25,0.06982652844197616,21.00534940259746,7.901313737261083,2022-06,2022-06-14,80.66546671430764
2022-06-15,C,Zamora,79.6970095204921,35,148,10,8,21,0.04774012123773596,29.20729404009532,2.1778080176756855,2022-06,2022-06-15,79.6970095204921
2022-06-16,B,Salamanca,76.69354930152343,36,97,39,21,27,0.0730987828627843,21.096940769281083,6.770378148820102,2022-06,2022-06-16,76.69354930152343
2022-06-17,C,Soria,84.27227890904754,17,105,41,45,18,0.04696583891419109,26.57754052845165,8.032121232440932,2022-06,2022-06-17,84.27227890904754
2022-06-18,C,Ávila,93.10801103052111,28,113,37,23,11,0.05541735591796915,22.258158968463885,5.618769562415132,2022-06,2022-06-18,93.10801103052111
2022-06-19,A,Salamanca,77.83169907720142,10,108,30,9,3,0.010661774009898428,28.462984897831262,7.408832067219855,2022-06,2022-06-19,77.83169907720142
