provincia,fecha,tmax,tmin,precip_mm,humedad_%,viento_kph
León,2023-05-23,25,11,16.6,68,8
León,2023-05-24,25,11,14.8,72,6
León,2023-05-25,19,13,21.8,86,6
León,2023-05-26,24,11,0.3,65,6
León,2023-05-27,29,13,0.1,53,6
León,2023-05-28,27,13,0.1,48,9
León,2023-05-29,26,14,1.1,48,9
León,2023-05-30,25,14,1.7,50,7
León,2023-05-31,25,13,2.1,56,7
León,2023-06-01,23,13,13.6,69,6
León,2023-06-02,24,12,2.3,65,6
León,2023-06-03,23,14,11.5,67,6
León,2023-06-04,23,13,1.9,68,6
León,2023-06-05,25,13,4.4,64,6
León,2023-06-06,26,14,1.3,62,8
León,2023-06-07,25,14,0.0,67,8
León,2023-06-08,27,15,0.3,68,8
León,2023-06-09,27,18,3.0,68,9
León,2023-06-10,27,16,3.6,60,7
León,2023-06-11,27,16,7.1,73,6
León,2023-06-12,29,16,0.8,61,8
León,2023-06-13,25,18,25.0,69,7
León,2023-06-14,27,16,2.2,64,6
León,2023-06-15,28,16,0.0,59,9
León,2023-06-16,31,16,0.0,49,8
León,2023-06-17,32,18,0.0,47,8
León,2023-06-18,30,19,0.4,43,7
León,2023-06-19,31,18,0.1,44,9
León,2023-06-20,31,19,0.0,49,7
León,2023-06-21,34,19,0.7,56,9
León,2023-06-22,32,19,0.4,59,11
León,2023-06-23,32,19,0.0,59,7
León,2023-06-24,34,19,0.0,53,7
León,2023-06-25,36,21,0.0,48,7
León,2023-06-26,35,22,0.0,45,8
León,2023-06-27,32,21,0.5,55,7
León,2023-06-28,32,20,8.3,61,6
León,2023-06-29,29,20,10.7,62,7
León,2023-06-30,27,18,8.1,73,9
León,2023-07-01,29,18,0.0,62,8
León,2023-07-02,29,17,0.0,68,8
León,2023-07-03,30,19,0.8,65,7
León,2023-07-04,27,18,9.5,65,7
León,2023-07-05,25,18,2.9,80,5
León,2023-07-06,27,18,7.5,64,8
León,2023-07-07,30,17,0.0,57,9
León,2023-07-08,33,20,0.0,51,8
León,2023-07-09,34,21,0.0,48,8
León,2023-07-10,33,21,0.0,45,9
León,2023-07-11,35,22,0.0,45,9
León,2023-07-12,34,21,0.2,47,8
León,2023-07-13,33,20,0.3,56,10
León,2023-07-14,33,20,0.1,59,11
León,2023-07-15,33,20,0.0,56,10
León,2023-07-16,32,22,0.5,60,8
León,2023-07-17,34,21,0.0,54,8
León,2023-07-18,41,21,0.0,36,10
León,2023-07-19,39,23,0.1,39,8
León,2023-07-20,34,22,0.0,48,10
León,2023-07-21,32,22,1.5,60,10
León,2023-07-22,30,19,3.4,57,9
León,2023-07-23,33,20,2.3,63,9
León,2023-07-24,37,20,1.5,56,10
León,2023-07-25,32,19,0.6,50,12
León,2023-07-26,29,18,2.4,62,10
León,2023-07-27,31,18,7.0,64,10
León,2023-07-28,32,19,0.0,59,9
León,2023-07-29,35,21,0.0,58,7
León,2023-07-30,31,22,0.9,63,8
León,2023-07-31,34,19,0.0,59,9
León,2023-08-01,35,21,0.0,61,10
León,2023-08-02,36,21,0.0,59,10
León,2023-08-03,30,21,1.8,67,13
León,2023-08-04,30,16,0.6,61,11
León,2023-08-05,31,15,0.0,46,9
León,2023-08-06,28,17,0.0,62,10
León,2023-08-07,30,18,0.6,61,11
León,2023-08-08,32,19,0.1,66,8
León,2023-08-09,34,18,0.0,64,9
León,2023-08-10,37,21,0.0,52,9
León,2023-08-11,36,22,0.0,38,9
León,2023-08-12,35,21,0.0,49,9
León,2023-08-13,34,21,0.0,51,9
León,2023-08-14,33,20,0.0,53,8
León,2023-08-15,34,19,0.0,45,10
León,2023-08-16,34,19,0.0,40,8
León,2023-08-17,34,20,0.0,39,10
León,2023-08-18,35,21,0.0,52,8
León,2023-08-19,35,21,0.0,53,7
León,2023-08-20,38,22,0.7,49,7
León,2023-08-21,39,26,0.0,40,8
León,2023-08-22,39,24,0.0,45,9
León,2023-08-23,39,24,0.0,45,9
León,2023-08-24,39,24,0.0,40,9
León,2023-08-25,37,23,0.0,44,10
León,2023-08-26,32,22,25.3,59,8
León,2023-08-27,21,17,57.0,78,7
León,2023-08-28,28,15,0.0,48,13
León,2023-08-29,27,14,1.6,49,10
León,2023-08-30,25,15,2.9,70,9
León,2023-08-31,29,16,0.0,64,5
León,2023-09-01,28,17,0.0,66,8
León,2023-09-02,27,18,1.0,63,10
León,2023-09-03,31,18,0.0,53,11
León,2023-09-04,33,19,0.0,44,13
León,2023-09-05,34,20,0.0,40,9
León,2023-09-06,31,18,0.0,53,8
León,2023-09-07,31,17,0.0,47,7
León,2023-09-08,31,16,0.0,49,7
León,2023-09-09,32,16,0.0,45,7
León,2023-09-10,30,18,0.0,50,7
León,2023-09-11,30,19,0.0,53,7
León,2023-09-12,28,16,8.8,64,7
León,2023-09-13,28,18,3.3,66,7
León,2023-09-14,29,18,0.4,66,7
León,2023-09-15,25,18,28.9,80,4
León,2023-09-16,29,17,1.1,67,6
León,2023-09-17,31,18,0.0,60,8
León,2023-09-18,27,18,1.4,55,12
León,2023-09-19,26,15,0.7,62,7
León,2023-09-20,27,17,7.3,70,7
León,2023-09-21,27,16,0.0,61,14
León,2023-09-22,24,15,0.6,49,11
León,2023-09-23,24,13,0.0,57,7
León,2023-09-24,27,13,0.0,64,6
León,2023-09-25,27,14,0.0,61,7
León,2023-09-26,29,14,0.0,65,6
León,2023-09-27,30,16,0.0,55,7
León,2023-09-28,30,16,0.0,54,6
León,2023-09-29,30,17,0.0,55,6
León,2023-09-30,32,19,0.0,49,7
León,2023-10-01,31,18,0.0,52,7
León,2023-10-02,29,16,0.0,65,6
León,2023-10-03,29,16,0.0,67,6
León,2023-10-04,30,18,0.0,70,8
León,2023-10-05,30,16,0.0,72,5
León,2023-10-06,30,18,0.0,67,6
León,2023-10-07,29,18,0.0,69,6
León,2023-10-08,29,18,0.0,69,6
León,2023-10-09,30,18,0.0,64,6
León,2023-10-10,30,16,0.0,62,6
León,2023-10-11,29,15,0.0,58,6
León,2023-10-12,29,14,0.0,57,6
León,2023-10-13,29,15,0.0,63,7
León,2023-10-14,27,17,0.0,59,6
León,2023-10-15,24,15,2.6,77,7
León,2023-10-16,20,15,11.7,84,4
León,2023-10-17,23,14,0.0,84,5
León,2023-10-18,24,17,1.6,75,10
León,2023-10-19,22,16,13.3,71,16
León,2023-10-20,19,14,2.4,65,24
León,2023-10-21,18,10,0.0,56,10
León,2023-10-22,18,8,0.4,56,6
León,2023-10-23,23,13,3.0,64,10
León,2023-10-24,21,14,5.3,57,13
León,2023-10-25,20,12,0.0,61,15
León,2023-10-26,23,15,1.2,64,22
León,2023-10-27,19,13,0.0,56,20
León,2023-10-28,20,10,0.0,63,13
León,2023-10-29,22,12,0.0,63,9
León,2023-10-30,20,11,2.4,73,9
León,2023-10-31,17,7,0.0,66,8
León,2023-11-01,17,8,0.0,63,13
León,2023-11-02,19,9,6.1,64,27
León,2023-11-03,16,8,0.0,58,31
León,2023-11-04,17,7,2.5,75,14
León,2023-11-05,17,10,0.0,54,29
León,2023-11-06,16,7,0.0,65,9
León,2023-11-07,14,4,0.0,64,10
León,2023-11-08,15,4,0.0,63,8
León,2023-11-09,15,7,1.4,71,9
León,2023-11-10,17,8,0.0,71,10
León,2023-11-11,18,8,0.0,75,6
León,2023-11-12,22,10,0.0,76,7
León,2023-11-13,22,11,0.0,70,8
León,2023-11-14,22,11,0.0,68,10
León,2023-11-15,18,11,0.0,88,5
León,2023-11-16,19,11,0.0,79,7
León,2023-11-17,18,11,0.2,82,4
León,2023-11-18,20,10,0.0,67,5
León,2023-11-19,23,8,0.0,55,5
León,2023-11-20,20,9,0.0,65,5
León,2023-11-21,17,9,3.6,68,8
León,2023-11-22,17,4,0.0,57,11
León,2023-11-23,15,3,0.0,44,9
León,2023-11-24,16,4,0.0,55,10
León,2023-11-25,15,5,0.1,73,6
León,2023-11-26,14,5,0.7,80,6
León,2023-11-27,14,5,0.0,59,7
León,2023-11-28,16,5,0.0,64,5
León,2023-11-29,14,7,0.3,74,6
León,2023-11-30,20,8,0.6,77,12
León,2023-12-01,15,6,5.0,84,11
León,2023-12-02,13,4,0.1,76,8
León,2023-12-03,12,0,0.0,54,6
León,2023-12-04,12,3,0.4,70,12
León,2023-12-05,11,3,3.3,75,5
León,2023-12-06,12,4,0.0,67,6
León,2023-12-07,14,1,0.1,62,9
León,2023-12-08,14,7,1.3,82,7
León,2023-12-09,13,3,0.0,65,7
León,2023-12-10,16,5,0.0,70,6
León,2023-12-11,17,8,0.0,74,8
León,2023-12-12,17,8,0.0,73,12
León,2023-12-13,14,7,0.3,69,22
León,2023-12-14,14,4,0.0,63,11
León,2023-12-15,16,3,0.0,56,7
León,2023-12-16,13,1,0.0,56,5
León,2023-12-17,14,1,0.0,59,4
León,2023-12-18,15,1,0.0,47,5
León,2023-12-19,15,2,0.0,50,8
León,2023-12-20,14,2,0.0,56,6
León,2023-12-21,14,2,0.0,60,8
León,2023-12-22,18,6,0.0,68,9
León,2023-12-23,14,3,0.0,64,6
León,2023-12-24,14,3,0.0,68,8
León,2023-12-25,16,2,0.0,50,7
León,2023-12-26,16,2,0.0,46,7
León,2023-12-27,16,2,0.0,41,5
León,2023-12-28,11,3,0.0,38,5
León,2023-12-29,14,2,0.0,39,5
León,2023-12-30,15,3,0.0,51,6
León,2023-12-31,12,4,0.0,67,9
León,2024-01-01,11,5,0.0,80,4
León,2024-01-02,13,2,0.0,63,10
León,2024-01-03,16,7,0.0,68,10
León,2024-01-04,15,6,0.0,80,5
León,2024-01-05,13,8,13.4,81,7
León,2024-01-06,13,4,0.1,61,13
León,2024-01-07,11,2,0.0,49,17
León,2024-01-08,10,-1,0.0,49,7
León,2024-01-09,9,-2,0.0,58,5
León,2024-01-10,8,2,3.1,56,5
León,2024-01-11,8,3,0.0,84,6
León,2024-01-12,10,1,0.0,72,8
León,2024-01-13,12,0,0.0,64,7
León,2024-01-14,14,4,0.0,59,8
León,2024-01-15,15,4,0.0,80,7
León,2024-01-16,16,5,0.0,81,7
León,2024-01-17,15,10,5.1,80,14
León,2024-01-18,16,9,0.0,62,24
León,2024-01-19,9,7,17.9,89,5
León,2024-01-20,10,3,1.6,75,6
León,2024-01-21,11,1,0.0,76,6
León,2024-01-22,14,1,0.0,64,7
León,2024-01-23,15,3,0.0,62,5
León,2024-01-24,20,6,0.0,63,5
León,2024-01-25,21,6,0.0,62,7
León,2024-01-26,20,7,0.0,60,4
León,2024-01-27,19,6,0.0,59,5
León,2024-01-28,16,6,0.0,69,4
León,2024-01-29,14,5,0.1,84,4
León,2024-01-30,15,7,0.0,79,4
León,2024-01-31,17,4,0.0,73,4
León,2024-02-01,17,5,0.0,67,7
León,2024-02-02,16,5,0.0,65,4
León,2024-02-03,19,5,0.0,69,6
León,2024-02-04,21,6,0.0,61,7
León,2024-02-05,21,6,0.0,58,7
León,2024-02-06,17,7,0.0,61,5
León,2024-02-07,17,6,0.0,64,8
León,2024-02-08,17,6,0.1,62,12
León,2024-02-09,13,9,3.3,83,8
León,2024-02-10,13,6,4.0,84,12
León,2024-02-11,14,4,0.0,69,15
León,2024-02-12,16,3,0.4,66,11
León,2024-02-13,17,5,0.0,65,5
León,2024-02-14,20,6,0.0,55,6
León,2024-02-15,19,11,0.0,71,5
León,2024-02-16,15,9,3.9,67,6
León,2024-02-17,18,8,2.7,71,8
León,2024-02-18,18,6,0.0,69,6
León,2024-02-19,20,8,1.0,65,7
León,2024-02-20,20,6,0.0,52,7
León,2024-02-21,19,8,0.0,58,6
León,2024-02-22,19,8,0.0,59,11
León,2024-02-23,13,4,1.7,55,17
León,2024-02-24,12,2,1.4,70,11
León,2024-02-25,11,4,1.0,84,8
León,2024-02-26,14,5,0.1,80,9
León,2024-02-27,16,3,0.5,69,7
León,2024-02-28,17,3,0.0,52,8
León,2024-02-29,17,2,0.0,36,7
León,2024-03-01,15,5,2.9,57,12
León,2024-03-02,14,4,1.8,69,15
León,2024-03-03,13,5,14.7,66,18
León,2024-03-04,14,1,0.0,57,11
León,2024-03-05,16,3,0.1,60,9
León,2024-03-06,17,4,0.0,66,6
León,2024-03-07,16,4,0.0,75,8
León,2024-03-08,14,7,13.2,72,13
León,2024-03-09,11,5,22.9,89,7
León,2024-03-10,12,4,1.6,82,12
León,2024-03-11,16,3,0.1,71,9
León,2024-03-12,17,4,0.0,62,5
León,2024-03-13,20,5,0.0,63,5
León,2024-03-14,21,7,0.0,65,7
León,2024-03-15,20,9,1.7,71,4
León,2024-03-16,22,9,0.0,64,6
León,2024-03-17,25,10,0.0,60,7
León,2024-03-18,23,11,0.0,63,7
León,2024-03-19,24,11,0.6,68,7
León,2024-03-20,21,9,0.0,69,6
León,2024-03-21,24,9,0.0,59,6
León,2024-03-22,27,11,0.0,61,9
León,2024-03-23,24,12,0.0,69,8
León,2024-03-24,18,10,0.1,72,9
León,2024-03-25,13,9,7.9,80,7
León,2024-03-26,14,8,7.8,70,12
León,2024-03-27,15,3,0.0,62,15
León,2024-03-28,18,10,0.1,61,21
León,2024-03-29,21,10,0.0,76,11
León,2024-03-30,16,7,1.1,68,11
León,2024-03-31,13,8,13.9,84,12
León,2024-04-01,16,4,0.0,65,18
León,2024-04-02,18,4,0.0,58,11
León,2024-04-03,21,5,0.0,63,8
León,2024-04-04,24,7,0.0,60,8
León,2024-04-05,24,11,0.0,50,7
León,2024-04-06,27,10,0.0,46,8
León,2024-04-07,25,13,0.0,48,8
León,2024-04-08,27,14,1.0,47,9
León,2024-04-09,16,8,1.8,70,11
León,2024-04-10,20,5,0.0,64,8
León,2024-04-11,23,6,0.0,53,6
León,2024-04-12,27,8,0.0,46,6
León,2024-04-13,30,11,0.0,43,7
León,2024-04-14,29,12,0.0,42,8
León,2024-04-15,27,13,0.0,40,8
León,2024-04-16,23,9,0.0,67,11
León,2024-04-17,19,9,0.2,81,11
León,2024-04-18,19,7,1.0,76,9
León,2024-04-19,22,4,0.0,43,8
León,2024-04-20,21,5,0.0,61,9
León,2024-04-21,21,8,0.3,76,9
León,2024-04-22,16,8,30.4,73,12
León,2024-04-23,16,3,2.8,63,9
León,2024-04-24,19,1,0.0,58,9
León,2024-04-25,13,6,2.0,72,8
León,2024-04-26,17,8,0.8,71,8
León,2024-04-27,17,11,3.5,86,14
León,2024-04-28,16,10,11.9,87,4
León,2024-04-29,13,10,44.3,90,11
León,2024-04-30,17,9,14.0,82,7
León,2024-05-01,18,9,0.2,70,13
León,2024-05-02,18,6,0.3,59,13
León,2024-05-03,19,4,0.0,59,12
León,2024-05-04,24,8,0.0,53,11
León,2024-05-05,24,10,0.4,60,7
León,2024-05-06,23,11,1.9,69,11
León,2024-05-07,20,9,9.6,78,6
León,2024-05-08,23,7,0.2,63,8
León,2024-05-09,24,9,0.0,52,8
León,2024-05-10,25,11,0.0,54,8
León,2024-05-11,25,10,0.0,49,7
León,2024-05-12,25,13,0.0,53,7
León,2024-05-13,25,12,0.0,56,8
León,2024-05-14,18,11,7.8,77,7
León,2024-05-15,19,10,1.2,70,8
León,2024-05-16,20,7,2.0,56,9
León,2024-05-17,22,10,1.5,51,6
León,2024-05-18,22,10,6.4,66,7
León,2024-05-19,23,10,9.4,67,8
León,2024-05-20,23,10,0.0,69,9
León,2024-05-21,23,9,0.4,59,11
León,2024-05-22,22,10,8.5,68,8
León,2024-05-23,22,12,2.2,66,9
León,2024-05-24,23,12,2.9,60,7
León,2024-05-25,26,11,0.0,61,8
León,2024-05-26,26,12,0.0,65,9
León,2024-05-27,24,13,0.8,70,7
León,2024-05-28,27,14,0.0,62,8
León,2024-05-29,29,14,0.0,60,6
León,2024-05-30,30,16,0.1,67,9
León,2024-05-31,20,16,4.7,80,10
León,2024-06-01,23,13,10.0,72,8
León,2024-06-02,24,11,0.4,67,8
León,2024-06-03,27,14,0.2,64,7
León,2024-06-04,25,14,1.6,71,7
León,2024-06-05,30,15,0.0,57,8
León,2024-06-06,31,17,0.0,48,8
León,2024-06-07,32,18,0.0,37,8
León,2024-06-08,33,18,0.4,44,9
León,2024-06-09,25,16,5.3,74,10
León,2024-06-10,20,14,1.8,79,7
León,2024-06-11,21,14,18.6,82,7
León,2024-06-12,20,13,16.4,80,9
León,2024-06-13,24,11,0.0,65,7
León,2024-06-14,28,12,0.0,67,10
León,2024-06-15,26,15,0.7,66,10
León,2024-06-16,27,13,0.0,63,8
León,2024-06-17,30,15,0.0,62,8
León,2024-06-18,30,17,0.0,54,9
León,2024-06-19,28,18,0.2,63,6
León,2024-06-20,24,16,11.3,73,10
León,2024-06-21,28,14,0.0,62,10
León,2024-06-22,30,15,0.0,64,7
León,2024-06-23,25,16,0.6,72,9
León,2024-06-24,27,16,0.6,66,7
León,2024-06-25,29,15,0.0,64,9
León,2024-06-26,31,17,0.0,58,8
León,2024-06-27,33,17,0.0,48,8
León,2024-06-28,32,19,0.0,39,11
León,2024-06-29,28,19,6.6,52,10
León,2024-06-30,30,18,1.8,63,9
León,2024-07-01,25,17,18.3,75,6
León,2024-07-02,29,16,0.0,64,9
León,2024-07-03,29,17,0.0,69,8
León,2024-07-04,30,17,0.0,65,8
León,2024-07-05,32,18,0.0,55,8
León,2024-07-06,31,19,10.0,57,8
León,2024-07-07,29,18,4.4,63,10
León,2024-07-08,31,18,0.3,65,8
León,2024-07-09,33,19,0.0,56,8
León,2024-07-10,35,20,0.0,52,7
León,2024-07-11,36,22,0.0,52,10
León,2024-07-12,30,20,2.3,63,11
León,2024-07-13,28,19,2.2,68,9
León,2024-07-14,34,19,0.0,60,9
León,2024-07-15,36,18,0.1,59,9
León,2024-07-16,33,21,1.3,63,10
León,2024-07-17,34,19,0.3,53,9
León,2024-07-18,36,20,0.0,46,8
León,2024-07-19,39,23,0.0,35,9
León,2024-07-20,37,22,0.4,41,8
León,2024-07-21,30,20,4.6,55,10
León,2024-07-22,32,16,0.0,49,9
León,2024-07-23,36,18,0.0,48,6
León,2024-07-24,36,21,0.0,46,8
León,2024-07-25,35,21,0.1,45,8
León,2024-07-26,34,22,0.0,46,9
León,2024-07-27,35,21,0.0,46,9
León,2024-07-28,35,22,0.0,38,9
León,2024-07-29,38,21,0.0,28,9
León,2024-07-30,40,23,0.0,26,10
León,2024-07-31,40,21,0.0,27,8
León,2024-08-01,38,22,0.0,36,9
León,2024-08-02,37,22,0.1,47,7
León,2024-08-03,34,20,0.0,52,9
León,2024-08-04,35,22,0.0,57,8
León,2024-08-05,36,22,0.0,51,8
León,2024-08-06,35,21,0.0,52,8
León,2024-08-07,36,22,0.0,50,8
León,2024-08-08,37,22,0.0,48,9
León,2024-08-09,37,23,0.0,43,9
León,2024-08-10,37,22,0.0,40,9
León,2024-08-11,35,23,0.0,43,8
León,2024-08-12,36,21,0.0,46,8
León,2024-08-13,33,22,2.4,50,8
León,2024-08-14,29,20,0.8,60,6
León,2024-08-15,30,19,2.1,61,6
León,2024-08-16,31,18,0.4,62,6
León,2024-08-17,32,19,0.1,61,7
León,2024-08-18,28,20,2.3,76,8
León,2024-08-19,32,18,0.0,59,8
León,2024-08-20,34,18,0.0,58,6
León,2024-08-21,34,21,0.0,60,9
León,2024-08-22,34,20,3.5,66,9
León,2024-08-23,34,19,0.4,56,8
León,2024-08-24,33,21,0.0,52,9
León,2024-08-25,30,20,5.0,64,8
León,2024-08-26,31,18,1.1,63,8
León,2024-08-27,33,20,0.1,63,7
León,2024-08-28,32,21,0.0,60,8
León,2024-08-29,32,20,0.0,55,7
León,2024-08-30,32,17,0.0,47,7
León,2024-08-31,30,17,1.3,57,7
León,2024-09-01,28,19,1.5,62,5
León,2024-09-02,31,17,0.0,58,7
León,2024-09-03,25,17,5.4,75,4
León,2024-09-04,23,17,15.3,79,4
León,2024-09-05,25,15,0.0,66,7
León,2024-09-06,25,16,4.7,74,11
León,2024-09-07,30,19,0.2,60,10
León,2024-09-08,28,20,10.0,50,7
León,2024-09-09,27,14,0.1,62,7
León,2024-09-10,28,14,0.0,60,7
León,2024-09-11,26,15,0.0,63,8
León,2024-09-12,25,14,0.4,76,11
León,2024-09-13,21,12,0.0,74,6
León,2024-09-14,25,10,0.0,38,7
León,2024-09-15,27,11,0.0,33,7
León,2024-09-16,29,12,0.0,35,7
León,2024-09-17,25,12,4.4,53,11
León,2024-09-18,20,14,1.8,70,9
León,2024-09-19,22,14,2.0,71,7
León,2024-09-20,19,15,1.3,77,3
León,2024-09-21,22,14,5.6,77,5
León,2024-09-22,24,16,25.7,66,5
León,2024-09-23,25,14,0.2,67,9
León,2024-09-24,25,13,3.4,64,8
León,2024-09-25,25,13,0.0,64,9
León,2024-09-26,28,18,0.0,55,16
León,2024-09-27,24,14,0.0,47,16
León,2024-09-28,22,10,0.0,57,7
León,2024-09-29,24,12,0.0,59,7
León,2024-09-30,27,14,0.0,63,6
León,2024-10-01,27,16,0.0,68,8
León,2024-10-02,24,15,13.2,66,6
León,2024-10-03,20,12,25.0,83,8
León,2024-10-04,21,9,0.0,58,6
León,2024-10-05,22,10,0.0,58,5
León,2024-10-06,25,13,0.0,56,8
León,2024-10-07,27,16,7.8,72,7
León,2024-10-08,22,13,1.8,64,18
León,2024-10-09,23,13,0.4,60,14
León,2024-10-10,21,13,0.0,74,8
León,2024-10-11,22,11,0.0,64,6
León,2024-10-12,23,13,4.0,68,6
León,2024-10-13,27,13,0.0,67,6
León,2024-10-14,27,17,0.0,66,5
León,2024-10-15,24,16,7.7,82,7
León,2024-10-16,24,15,4.5,81,6
León,2024-10-17,19,13,30.8,85,9
León,2024-10-18,17,12,8.3,87,5
León,2024-10-19,20,9,0.0,67,4
León,2024-10-20,23,11,0.0,58,4
León,2024-10-21,22,12,0.0,66,5
León,2024-10-22,22,13,9.1,75,5
León,2024-10-23,22,13,0.2,72,3
León,2024-10-24,23,12,1.0,74,5
León,2024-10-25,20,12,32.5,82,5
León,2024-10-26,17,11,36.1,77,6
León,2024-10-27,18,9,2.0,67,6
León,2024-10-28,19,13,5.3,78,13
León,2024-10-29,21,13,0.3,79,10
León,2024-10-30,19,15,34.4,84,14
León,2024-10-31,21,12,12.3,84,7
León,2024-11-01,21,13,2.1,81,5
León,2024-11-02,20,13,11.5,78,6
León,2024-11-03,21,11,5.2,77,6
León,2024-11-04,22,13,2.5,76,5
León,2024-11-05,22,14,2.6,77,4
León,2024-11-06,21,12,12.1,82,5
León,2024-11-07,19,13,8.5,80,3
León,2024-11-08,19,11,0.0,81,3
León,2024-11-09,19,11,0.1,79,3
León,2024-11-10,18,11,0.3,77,7
León,2024-11-11,19,9,0.0,65,7
León,2024-11-12,14,8,8.6,75,6
León,2024-11-13,15,7,7.9,84,12
León,2024-11-14,18,7,0.0,76,6
León,2024-11-15,16,9,0.4,77,5
León,2024-11-16,18,7,0.0,80,4
León,2024-11-17,18,8,0.0,75,6
León,2024-11-18,17,8,0.0,77,5
León,2024-11-19,17,8,0.0,77,5
León,2024-11-20,17,10,0.0,77,13
León,2024-11-21,16,9,0.0,74,15
León,2024-11-22,15,9,0.0,77,12
León,2024-11-23,16,8,0.0,82,7
León,2024-11-24,17,11,1.8,86,2
León,2024-11-25,17,11,0.3,85,7
León,2024-11-26,16,8,0.0,76,5
León,2024-11-27,16,6,0.0,68,5
León,2024-11-28,17,4,0.0,64,6
León,2024-11-29,17,5,0.0,63,5
León,2024-11-30,16,7,0.0,69,4
León,2024-12-01,16,9,0.0,83,4
León,2024-12-02,16,7,0.0,75,6
León,2024-12-03,14,7,0.2,81,5
León,2024-12-04,14,6,0.9,72,5
León,2024-12-05,13,3,0.0,52,6
León,2024-12-06,17,6,0.0,62,7
León,2024-12-07,16,7,0.0,69,15
León,2024-12-08,11,4,0.0,58,16
León,2024-12-09,10,2,0.0,64,6
León,2024-12-10,10,1,1.4,68,5
León,2024-12-11,9,4,10.4,83,5
León,2024-12-12,11,4,9.5,85,8
León,2024-12-13,13,5,0.6,83,8
León,2024-12-14,10,2,0.0,81,7
León,2024-12-15,12,1,0.0,71,6
León,2024-12-16,12,1,0.0,61,7
León,2024-12-17,13,1,0.0,60,6
León,2024-12-18,15,2,0.0,56,7
León,2024-12-19,15,6,0.0,70,13
León,2024-12-20,12,2,0.0,57,8
León,2024-12-21,11,-0,0.0,53,6
León,2024-12-22,14,3,0.0,72,9
León,2024-12-23,11,3,0.0,64,8
León,2024-12-24,13,1,0.0,56,7
León,2024-12-25,14,4,0.0,80,5
León,2024-12-26,13,8,0.4,85,3
León,2024-12-27,14,5,0.0,79,4
León,2024-12-28,14,2,0.0,51,6
León,2024-12-29,14,1,0.0,51,5
León,2024-12-30,14,1,0.0,52,5
León,2024-12-31,13,2,0.0,55,4
León,2025-01-01,13,1,0.0,62,4
León,2025-01-02,12,2,0.0,66,8
León,2025-01-03,12,2,0.0,64,6
León,2025-01-04,14,3,0.0,76,5
León,2025-01-05,15,4,0.0,71,8
León,2025-01-06,13,6,2.9,83,6
León,2025-01-07,10,2,0.0,77,12
León,2025-01-08,15,6,0.0,78,11
León,2025-01-09,16,6,0.0,72,11
León,2025-01-10,15,5,0.0,72,7
León,2025-01-11,17,7,0.1,71,9
León,2025-01-12,12,1,0.0,47,7
León,2025-01-13,9,-2,0.0,45,6
León,2025-01-14,10,-2,0.0,41,7
León,2025-01-15,10,-1,0.0,44,7
León,2025-01-16,10,-0,0.0,62,12
León,2025-01-17,12,3,0.0,75,14
León,2025-01-18,12,1,0.0,58,7
León,2025-01-19,11,2,0.0,53,4
León,2025-01-20,12,2,0.0,65,6
León,2025-01-21,9,2,0.3,79,4
León,2025-01-22,17,5,0.0,79,9
León,2025-01-23,16,7,0.1,81,6
León,2025-01-24,16,5,0.0,77,8
León,2025-01-25,16,6,0.1,76,11
León,2025-01-26,14,4,0.0,69,10
León,2025-01-27,17,9,10.3,76,12
León,2025-01-28,12,5,0.0,61,23
León,2025-01-29,11,3,0.1,74,10
León,2025-01-30,12,5,0.8,76,9
León,2025-01-31,12,4,0.0,73,8
León,2025-02-01,10,3,0.5,75,5
León,2025-02-02,11,1,0.0,71,4
León,2025-02-03,13,1,0.0,64,7
León,2025-02-04,14,-0,0.0,62,7
León,2025-02-05,15,-0,0.0,58,6
León,2025-02-06,14,0,0.0,65,5
León,2025-02-07,10,2,1.4,83,4
León,2025-02-08,11,3,9.1,84,6
León,2025-02-09,12,-0,0.0,64,5
León,2025-02-10,14,3,0.0,75,5
León,2025-02-11,14,5,0.4,83,4
León,2025-02-12,10,4,12.0,87,4
León,2025-02-13,14,7,0.6,75,7
León,2025-02-14,18,4,0.0,71,4
León,2025-02-15,13,6,0.1,84,5
León,2025-02-16,16,5,0.0,79,4
León,2025-02-17,19,5,0.0,69,6
León,2025-02-18,16,5,0.0,80,5
León,2025-02-19,17,7,0.0,80,5
León,2025-02-20,18,8,0.0,81,5
León,2025-02-21,13,9,1.3,85,7
León,2025-02-22,14,9,6.8,91,5
León,2025-02-23,17,8,0.0,77,5
León,2025-02-24,16,5,0.0,71,8
León,2025-02-25,14,6,1.7,72,9
León,2025-02-26,15,4,0.0,61,7
León,2025-02-27,15,3,0.0,52,3
León,2025-02-28,14,5,0.0,64,6
León,2025-03-01,13,6,4.9,71,4
León,2025-03-02,13,5,0.1,80,12
León,2025-03-03,14,7,4.2,76,12
León,2025-03-04,17,7,0.3,72,10
León,2025-03-05,17,5,0.0,65,11
León,2025-03-06,14,6,2.8,74,13
León,2025-03-07,14,9,2.2,87,9
León,2025-03-08,14,10,20.8,92,10
León,2025-03-09,15,9,21.8,75,12
León,2025-03-10,15,5,8.0,68,6
León,2025-03-11,15,5,8.2,77,6
León,2025-03-12,15,5,3.5,80,7
León,2025-03-13,14,5,15.2,79,6
León,2025-03-14,7,5,24.2,92,5
León,2025-03-15,12,4,3.4,79,6
León,2025-03-16,12,1,2.5,69,6
